episode,start,hour,n_treated,n_control,sp_treated,sp_control,dln_sp,hz_treated,hz_control,dln_f,episode_ratio,cum_dln_sp,cum_dln_f,running_beta
20,2026-07-24 07:45:00+07:00,8,3,10,0.441282,0.5999999999999999,-0.30724552835171914,36.1191,36.259100000000004,-0.003868572984727996,0.012591144956549049,-5.770773588726718,-1.3186610860856283,0.2285068138285047
21,2026-07-30 08:00:00+07:00,8,4,9,0.42883325000000005,0.6,-0.3358615064881658,32.877175,34.23722222222222,-0.04053477328986849,0.1206889521627771,-6.106635095214884,-1.3591958593754967,0.22257689188609828
22,2026-08-07 07:45:00+07:00,8,3,10,0.412,0.5999999999999999,-0.3759063058666198,34.32976666666667,36.834230000000005,-0.07041476521467634,0.18731998935836183,-6.4825414010815035,-1.429610624590173,0.22053243259683097
23,2026-08-10 07:30:00+07:00,8,3,11,0.41733333333333333,0.5999999999999999,-0.36304439222421203,33.74023333333333,39.52885181818181,-0.15833983832951995,0.4361445644689399,-6.845585793305715,-1.587950462919693,0.23196706766461778
24,2026-08-11 07:45:00+07:00,8,3,10,0.43,0.5999999999999999,-0.3331444465285381,34.23866666666667,39.181529999999995,-0.13484985258457047,0.40477892994989145,-7.178730239834254,-1.7228003155042635,0.23998677453354766
25,2026-08-14 07:45:00+07:00,8,3,10,0.4226666666666667,0.5999999999999999,-0.35034580888708455,35.333333333333336,37.70107,-0.06486167057011202,0.18513613956494268,-7.529076048721338,-1.7876619860743754,0.2374344440813523
26,2026-08-17 07:30:00+07:00,8,4,11,0.424,0.5999999999999999,-0.34719619998418844,33.27165,36.61975454545455,-0.09588215344859058,0.27616129857687705,-7.876272248705527,-1.883544139522966,0.2391415735829254
27,2026-08-18 07:45:00+07:00,8,3,10,0.426,0.5987571,-0.34041666042302693,34.3289,37.926770000000005,-0.09966963019641462,0.2927871687377397,-8.216688909128553,-1.9832137697193806,0.24136410562119195
28,2026-08-19 07:45:00+07:00,8,3,10,0.438,0.5983999999999999,-0.31204051628382123,33.31466666666666,36.69372,-0.09660788279068112,0.3096004452922067,-8.528729425412374,-2.079821652510062,0.24386066772302373
29,2026-08-20 08:00:00+07:00,8,3,11,0.45,0.5990909090909089,-0.28616577193381654,32.855133333333335,34.3537,-0.044601728991869045,0.1558597616006445,-8.81489519734619,-2.124423381501931,0.2410038161476394
30,2026-08-21 07:45:00+07:00,8,4,10,0.44799999999999995,0.5997999999999999,-0.29180303389992346,32.39665,31.89165,0.015710802349958624,-0.05384043524148823,-9.106698231246114,-2.1087125791519723,0.23155621561245332
